INDEX	UUID	TYPE	STR	AG_A_TEXT	AG_A_LINKS	AG_A_STR	AG_B_TEXT	AG_B_LINKS	AG_B_STR	PMID	TEXT	IS_HYP	IS_DIRECT	CURATOR	CORRECT	NOTES	AG_A_IDS_CORRECT	AG_A_STATE_CORRECT	AG_B_IDS_CORRECT	AG_B_STATE_CORRECT	EVENT_CORRECT	RES_CORRECT	POS_CORRECT	SUBJ_ACT_CORRECT	OBJ_ACT_CORRECT	HYP_CORRECT	DIRECT_CORRECT
1592	290de869-0770-4d3f-b9f8-1d98ab09b86d	Complex	Complex(BRD4(), JMJD6())	Brd4	https://identifiers.org/uniprot/O60885, https://identifiers.org/hgnc/HGNC:13575	BRD4()	JMJD6	https://identifiers.org/uniprot/Q6NYC1, https://identifiers.org/hgnc/HGNC:19355	JMJD6()	24360279	We hypothesized that Brd4 recognition of acetylated histones was likely to account for the recruitment of the Brd4 and JMJD6 complex to their co-occupied enhancers as the two bromodomains of Brd4 are well established to bind to acetylated histone tails, mainly focusing on di acetylated H3 (K9 and K14) (H3Ac) or tetra acetylated H4 (K5, 8, 12 and 16) (H4Ac).		TRUE														
1593	290de869-0770-4d3f-b9f8-1d98ab09b86d	Complex	Complex(BRD4(), JMJD6())	Brd4	https://identifiers.org/uniprot/O60885, https://identifiers.org/hgnc/HGNC:13575	BRD4()	JMJD6	https://identifiers.org/uniprot/Q6NYC1, https://identifiers.org/hgnc/HGNC:19355	JMJD6()	24360279	Therefore, our data and those from previous studies demonstrated that JMJD6 and Brd4 interact with distinct subunits in the P and TEFb complex, with JMJD6 interacting with CDK9 and Brd4 with Cyclin T1.		TRUE														
1594	8e285fc8-0be3-4b81-9c93-2b5e771f381e	Activation	Activation(SULF2(), CTNNB1())	SULF2	https://identifiers.org/uniprot/Q8IWU5, https://identifiers.org/hgnc/HGNC:20392	SULF2()	beta-catenin	https://identifiers.org/uniprot/P35222, https://identifiers.org/hgnc/HGNC:2514	CTNNB1()	23950901	SULF2 knockdown reduced Wnt and beta-catenin signaling in THCE cells by = ~ 30% (XREF_TABLE), which compares to 50-70% inhibition in pancreatic and lung cancer cell lines using the same methodology XREF_BIBR, XREF_BIBR.		FALSE														
1595	8e285fc8-0be3-4b81-9c93-2b5e771f381e	Activation	Activation(SULF2(), CTNNB1())	SULF2	https://identifiers.org/uniprot/Q8IWU5, https://identifiers.org/hgnc/HGNC:20392	SULF2()	beta-catenin	https://identifiers.org/uniprot/P35222, https://identifiers.org/hgnc/HGNC:2514	CTNNB1()	20725905	We investigated the roles of SULF2 and GPC3 in Wnt3a signaling by addressing the following questions : 1) Does SULF2 enhance Wnt and beta-catenin activation in HCC cells?		FALSE														
1596	8e285fc8-0be3-4b81-9c93-2b5e771f381e	Activation	Activation(SULF2(), CTNNB1())	SULF2	https://identifiers.org/uniprot/Q8IWU5, https://identifiers.org/hgnc/HGNC:20392	SULF2()	beta-catenin	https://identifiers.org/uniprot/P35222, https://identifiers.org/hgnc/HGNC:2514	CTNNB1()	20725905	We show that SULF2 activates Wnt and beta-catenin signaling in HCC cells and that this process is GPC3 dependent and can be independent of exogenous Wnts.		FALSE														
1597	8e285fc8-0be3-4b81-9c93-2b5e771f381e	Activation	Activation(SULF2(), CTNNB1())	SULF2	https://identifiers.org/uniprot/Q8IWU5, https://identifiers.org/hgnc/HGNC:20392	SULF2()	beta-catenin	https://identifiers.org/uniprot/P35222, https://identifiers.org/hgnc/HGNC:2514	CTNNB1()	20725905	SULF2 up-regulates Wnt3a and GPC3 and activates the Wnt and beta-catenin pathway.		FALSE														
1598	8e285fc8-0be3-4b81-9c93-2b5e771f381e	Activation	Activation(SULF2(), CTNNB1())	SULF2	https://identifiers.org/uniprot/Q8IWU5, https://identifiers.org/hgnc/HGNC:20392	SULF2()	beta-catenin	https://identifiers.org/uniprot/P35222, https://identifiers.org/hgnc/HGNC:2514	CTNNB1()	20725905	Since SULF2 expressing Hep3B cells have higher Wnt3a expression and may activate the Wnt and beta-catenin pathway in an autocrine fashion (XREF_FIG), we investigated the relationship between SULF2, GPC3 and Wnt signaling in the absence of exogenous Wnt3a.		FALSE														
1599	8e285fc8-0be3-4b81-9c93-2b5e771f381e	Activation	Activation(SULF2(), CTNNB1())	SULF2	https://identifiers.org/uniprot/Q8IWU5, https://identifiers.org/hgnc/HGNC:20392	SULF2()	beta-catenin	https://identifiers.org/uniprot/P35222, https://identifiers.org/hgnc/HGNC:2514	CTNNB1()	20725905	SULF2 induced up regulation of GPC3, Wnt3a and beta-catenin in vivo (XREF_FIG).		FALSE														
1600	8e285fc8-0be3-4b81-9c93-2b5e771f381e	Activation	Activation(SULF2(), CTNNB1())	SULF2	https://identifiers.org/uniprot/Q8IWU5, https://identifiers.org/hgnc/HGNC:20392	SULF2()	beta-catenin	https://identifiers.org/uniprot/P35222, https://identifiers.org/hgnc/HGNC:2514	CTNNB1()	20725905	These findings demonstrate that Wnt and beta-catenin pathway activation is mediated by both SULF2 and the HSPG GPC3 in a complex involving Wnt3a.		FALSE														
1601	8e285fc8-0be3-4b81-9c93-2b5e771f381e	Activation	Activation(SULF2(), CTNNB1())	SULF2	https://identifiers.org/uniprot/Q8IWU5, https://identifiers.org/hgnc/HGNC:20392	SULF2()	beta-catenin	https://identifiers.org/uniprot/P35222, https://identifiers.org/hgnc/HGNC:2514	CTNNB1()	26895473	This decision was based on a previous report showing that SULF2 can stimulate the beta-catenin pathway [XREF_BIBR] and that beta-catenin can induce IL-6 expression [XREF_BIBR].		FALSE														
1602	8e285fc8-0be3-4b81-9c93-2b5e771f381e	Activation	Activation(SULF2(), CTNNB1())	SULF2	https://identifiers.org/uniprot/Q8IWU5, https://identifiers.org/hgnc/HGNC:20392	SULF2()	beta-catenin	https://identifiers.org/uniprot/P35222, https://identifiers.org/hgnc/HGNC:2514	CTNNB1()	21104785	However, expression of SULF1 and SULF2 in the sulfatase negative Hep3B cells induce different patterns of beta-catenin localization; beta-catenin staining was more prominent in the cell membrane in SULF1 transfected cells while cytosolic and nuclear beta-catenin staining was predominant in SULF2 transfected cells.		FALSE														
1603	c8c123e9-57b4-4c1f-9770-159854d1efab	Activation	Activation(PAK1IP1(), TP53())	PAK1IP1	https://identifiers.org/uniprot/Q9NWT1, https://identifiers.org/hgnc/HGNC:20882	PAK1IP1()	p53	https://identifiers.org/uniprot/P04637, https://identifiers.org/hgnc/HGNC:11998	TP53()	21097889	Deficiency of PAK1IP1 increased free ribosomal protein L5 and L11 which were required for PAK1IP1 depletion induced p53 activation.		FALSE														
1604	c8c123e9-57b4-4c1f-9770-159854d1efab	Activation	Activation(PAK1IP1(), TP53())	PAK1IP1	https://identifiers.org/uniprot/Q9NWT1, https://identifiers.org/hgnc/HGNC:20882	PAK1IP1()	p53	https://identifiers.org/uniprot/P04637, https://identifiers.org/hgnc/HGNC:11998	TP53()	21097889	Knockdown of PAK1IP1 by shRNA induced p53 activation through enhancement of the binding of the ribosomal proteins L5 and L11 to MDM2 in human cancer cells.		FALSE														
1605	c8c123e9-57b4-4c1f-9770-159854d1efab	Activation	Activation(PAK1IP1(), TP53())	PAK1IP1	https://identifiers.org/uniprot/Q9NWT1, https://identifiers.org/hgnc/HGNC:20882	PAK1IP1()	p53	https://identifiers.org/uniprot/P04637, https://identifiers.org/hgnc/HGNC:11998	TP53()	21097889	These results demonstrate that ectopic overexpression of PAK1IP1 induces p53 dependent G1 delay.		FALSE														
1606	c8c123e9-57b4-4c1f-9770-159854d1efab	Activation	Activation(PAK1IP1(), TP53())	PAK1IP1	https://identifiers.org/uniprot/Q9NWT1, https://identifiers.org/hgnc/HGNC:20882	PAK1IP1()	p53	https://identifiers.org/uniprot/P04637, https://identifiers.org/hgnc/HGNC:11998	TP53()	21097889	As shown in XREF_FIG C, knockdown of PAK1IP1 inhibited proliferation of p53 deficient H1299 cells by ~ 30%.		FALSE														
1607	c8c123e9-57b4-4c1f-9770-159854d1efab	Activation	Activation(PAK1IP1(), TP53())	PAK1IP1	https://identifiers.org/uniprot/Q9NWT1, https://identifiers.org/hgnc/HGNC:20882	PAK1IP1()	p53	https://identifiers.org/uniprot/P04637, https://identifiers.org/hgnc/HGNC:11998	TP53()	21097889	These results indicate that the depletion of PAK1IP1 also induces p53 activation and G1 arrest.		FALSE														
1608	c8c123e9-57b4-4c1f-9770-159854d1efab	Activation	Activation(PAK1IP1(), TP53())	PAK1IP1	https://identifiers.org/uniprot/Q9NWT1, https://identifiers.org/hgnc/HGNC:20882	PAK1IP1()	p53	https://identifiers.org/uniprot/P04637, https://identifiers.org/hgnc/HGNC:11998	TP53()	21097889	Knockdown of L5 or L11 attenuates PAK1IP1 depletion induced p53 activation.		FALSE														
1609	c8c123e9-57b4-4c1f-9770-159854d1efab	Activation	Activation(PAK1IP1(), TP53())	PAK1IP1	https://identifiers.org/uniprot/Q9NWT1, https://identifiers.org/hgnc/HGNC:20882	PAK1IP1()	p53	https://identifiers.org/uniprot/P04637, https://identifiers.org/hgnc/HGNC:11998	TP53()	21097889	Our results support the idea that aberrantly high levels of PAK1IP1 can activate p53 by inhibiting MDM2 function.		FALSE														
1610	c8c123e9-57b4-4c1f-9770-159854d1efab	Activation	Activation(PAK1IP1(), TP53())	PAK1IP1	https://identifiers.org/uniprot/Q9NWT1, https://identifiers.org/hgnc/HGNC:20882	PAK1IP1()	p53	https://identifiers.org/uniprot/P04637, https://identifiers.org/hgnc/HGNC:11998	TP53()	21097889	Furthermore, we also found that aberrantly low levels of PAK1IP1 could also induce p53 response probably by causing nucleolar or ribosomal stress.		FALSE														
1611	c8c123e9-57b4-4c1f-9770-159854d1efab	Activation	Activation(PAK1IP1(), TP53())	PAK1IP1	https://identifiers.org/uniprot/Q9NWT1, https://identifiers.org/hgnc/HGNC:20882	PAK1IP1()	p53	https://identifiers.org/uniprot/P04637, https://identifiers.org/hgnc/HGNC:11998	TP53()	21097889	The reason why knockdown of PAK1IP1 mildly inhibits cell proliferation of p53 deficient cells remains unclear.		FALSE														
1612	aec726f4-dade-43e7-a792-8d60a334b63b	Complex	Complex(GRB2(), AXL())	Grb2	https://identifiers.org/uniprot/P62993, https://identifiers.org/hgnc/HGNC:4566	GRB2()	Axl	https://identifiers.org/uniprot/P30530, https://identifiers.org/hgnc/HGNC:905	AXL()	18346204	An interaction between Axl, p85 and Grb2 was confirmed in brain homogenates, enriched populations of O4+ oligodendrocytes, and O4- flow-through prepared from day 10 mouse brain, indicating that cells with active Gas6 and Axl signal through Grb2 and the PI3 kinase and Akt pathways.		TRUE														
1613	aec726f4-dade-43e7-a792-8d60a334b63b	Complex	Complex(GRB2(), AXL())	Grb2	https://identifiers.org/uniprot/P62993, https://identifiers.org/hgnc/HGNC:4566	GRB2()	Axl	https://identifiers.org/uniprot/P30530, https://identifiers.org/hgnc/HGNC:905	AXL()	18346204	As shown in XREF_FIG, p85 IP ' ed with WT; I, QM; M, QM; and M, QI Axl; whereas, endogenous Grb2 only bound to WT Axl.		TRUE														
1614	aec726f4-dade-43e7-a792-8d60a334b63b	Complex	Complex(GRB2(), AXL())	Grb2	https://identifiers.org/uniprot/P62993, https://identifiers.org/hgnc/HGNC:4566	GRB2()	Axl	https://identifiers.org/uniprot/P30530, https://identifiers.org/hgnc/HGNC:905	AXL()	18346204	To further examine the binding of Grb2 to Axl in the presence of p85, COS7 cells were co-transfected with p85 plus WT or mutant Axl constructs, and IP ' ed with Axl.		TRUE														
1615	aec726f4-dade-43e7-a792-8d60a334b63b	Complex	Complex(GRB2(), AXL())	Grb2	https://identifiers.org/uniprot/P62993, https://identifiers.org/hgnc/HGNC:4566	GRB2()	Axl	https://identifiers.org/uniprot/P30530, https://identifiers.org/hgnc/HGNC:905	AXL()	18346204	COS7 cells expressing endogenous Grb2 and p85 transfected with WT or mutant Axl constructs, (XREF_FIG, -p85 panel), IP ' ed with the Axl mAb, and immunoblotted with a Grb2 mAb demonstrated that Grb2 bound WT Axl and all Axl mutant proteins, except the triple mutant, I, QI.		TRUE														
1616	aec726f4-dade-43e7-a792-8d60a334b63b	Complex	Complex(GRB2(), AXL())	Grb2	https://identifiers.org/uniprot/P62993, https://identifiers.org/hgnc/HGNC:4566	GRB2()	Axl	https://identifiers.org/uniprot/P30530, https://identifiers.org/hgnc/HGNC:905	AXL()	18346204	Pull-down experiments confirm that p85 and Grb2 bind to Axl, however, we did not observe the reported interaction between Axl and c-Src, lck, or PLCgamma.		TRUE														
1617	aec726f4-dade-43e7-a792-8d60a334b63b	Complex	Complex(GRB2(), AXL())	Grb2	https://identifiers.org/uniprot/P62993, https://identifiers.org/hgnc/HGNC:4566	GRB2()	Axl	https://identifiers.org/uniprot/P30530, https://identifiers.org/hgnc/HGNC:905	AXL()	18346204	Although we demonstrate that the SH2 domain of the effector molecule ARG binds to Gas6 stimulated Axl, IP of full-length proteins demonstrate that Axl only interacts with p85 and Grb2.		TRUE														
1618	aec726f4-dade-43e7-a792-8d60a334b63b	Complex	Complex(GRB2(), AXL())	Grb2	https://identifiers.org/uniprot/P62993, https://identifiers.org/hgnc/HGNC:4566	GRB2()	Axl	https://identifiers.org/uniprot/P30530, https://identifiers.org/hgnc/HGNC:905	AXL()	18346204	In addition to showing that p85 and Grb2 bind to Axl 's pYXXM and pYXN motifs, respectively, we demonstrate that when both consensus p85 motifs on Axl are mutated, p85 can indirectly bind Axl, via Grb2.		TRUE														
1619	aec726f4-dade-43e7-a792-8d60a334b63b	Complex	Complex(GRB2(), AXL())	Grb2	https://identifiers.org/uniprot/P62993, https://identifiers.org/hgnc/HGNC:4566	GRB2()	Axl	https://identifiers.org/uniprot/P30530, https://identifiers.org/hgnc/HGNC:905	AXL()	18346204	However, over-expression of p85, by co-transfecting p85 with the YALI Axl mutant, inhibits the Grb2 and Axl interaction (XREF_FIG, + p85 panel).		TRUE														
1620	aec726f4-dade-43e7-a792-8d60a334b63b	Complex	Complex(GRB2(), AXL())	Grb2	https://identifiers.org/uniprot/P62993, https://identifiers.org/hgnc/HGNC:4566	GRB2()	Axl	https://identifiers.org/uniprot/P30530, https://identifiers.org/hgnc/HGNC:905	AXL()	18346204	While Gas6/Axl/PI3 kinase and Akt is a survival pathway, the binding of Grb2 to Axl may play a role in cell proliferation.		TRUE														
1621	566d0eda-b238-4234-b313-3acead37187f	Activation	Activation(CARD9(), NFkappaB())	CARD9	https://identifiers.org/uniprot/Q9H257, https://identifiers.org/hgnc/HGNC:16391	CARD9()	NF-kappaB	https://identifiers.org/fplx/NFkappaB	NFkappaB()	26307434	It should be noted that CARD-9 (caspase recruitment domain containing protein 9), which plays a key role in immune response against fungal infections, activates NF-kB pathway (see).		FALSE														
1622	566d0eda-b238-4234-b313-3acead37187f	Activation	Activation(CARD9(), NFkappaB())	CARD9	https://identifiers.org/uniprot/Q9H257, https://identifiers.org/hgnc/HGNC:16391	CARD9()	NF-kappaB	https://identifiers.org/fplx/NFkappaB	NFkappaB()	26307434	It should be noted that CARD-9 (caspase recruitment domain containing protein 9), which plays a key role in immune response against fungal infections, activates NF-kB pathway (see Supplemental Fig. 1).		FALSE														
1623	566d0eda-b238-4234-b313-3acead37187f	Activation	Activation(CARD9(), NFkappaB())	CARD9	https://identifiers.org/uniprot/Q9H257, https://identifiers.org/hgnc/HGNC:16391	CARD9()	NF-kappaB	https://identifiers.org/fplx/NFkappaB	NFkappaB()	27094905	Further investigations should elucidate the mechanism by which the MERS-CoV M protein preferentially modulates IRF3 activators such as TBK1, while sparing NF-kappaB activators such as CARD9.		FALSE														
1624	566d0eda-b238-4234-b313-3acead37187f	Activation	Activation(CARD9(), NFkappaB())	CARD9	https://identifiers.org/uniprot/Q9H257, https://identifiers.org/hgnc/HGNC:16391	CARD9()	NF-kappaB	https://identifiers.org/fplx/NFkappaB	NFkappaB()	25267792	Previous studies have shown that CARD9, a scaffold protein, is required to mediate different CLR induced NF-kappaB activation after fungal infection.		FALSE														
1625	566d0eda-b238-4234-b313-3acead37187f	Activation	Activation(CARD9(), NFkappaB())	CARD9	https://identifiers.org/uniprot/Q9H257, https://identifiers.org/hgnc/HGNC:16391	CARD9()	NF-kappaB	https://identifiers.org/fplx/NFkappaB	NFkappaB()	26488816	Taken together, these results demonstrate that K125 mediated ubiquitination is critical for CARD9 mediated NF-kappaB signaling.To directly assess whether the novel CARD9 interactor TRIM62 is important for immune responses elicited via the CARD9 signaling pathway, we generated mice (A and S6B).		FALSE														
1626	566d0eda-b238-4234-b313-3acead37187f	Activation	Activation(CARD9(), NFkappaB())	CARD9	https://identifiers.org/uniprot/Q9H257, https://identifiers.org/hgnc/HGNC:16391	CARD9()	NF-kappaB	https://identifiers.org/fplx/NFkappaB	NFkappaB()	26893103	In conclusion, Card9 may be able to trigger NF-kappaB and p38 MAPK activation in PBMCs from SAP patients, which enriched the diseases spectrum underlying Card9 signalling pathways without microbial infection.		FALSE														
1627	566d0eda-b238-4234-b313-3acead37187f	Activation	Activation(CARD9(), NFkappaB())	CARD9	https://identifiers.org/uniprot/Q9H257, https://identifiers.org/hgnc/HGNC:16391	CARD9()	NF-kappaB	https://identifiers.org/fplx/NFkappaB	NFkappaB()	26893103	In view that Card9 was upstream molecule of NF-kappaB and p38 activation, Card9 overexpression could significantly trigger NF-kappaB and p38 MAPK in PBMCs from infectious inflammation.		FALSE														
1628	566d0eda-b238-4234-b313-3acead37187f	Activation	Activation(CARD9(), NFkappaB())	CARD9	https://identifiers.org/uniprot/Q9H257, https://identifiers.org/hgnc/HGNC:16391	CARD9()	NF-kappaB	https://identifiers.org/fplx/NFkappaB	NFkappaB()	26893103	Interestingly, the involvement of NF-kappaB and p38 activation in Card9 up-regulation was supported in SAP, while neither p38MAPK nor NF-kappaB was activated by Card9 overexpression in MAP.		FALSE														
1629	566d0eda-b238-4234-b313-3acead37187f	Activation	Activation(CARD9(), NFkappaB())	CARD9	https://identifiers.org/uniprot/Q9H257, https://identifiers.org/hgnc/HGNC:16391	CARD9()	NF-kappaB	https://identifiers.org/fplx/NFkappaB	NFkappaB()	21283787	The distinct functions of CARD9, Bcl10 and Malt1 in cytokine induction after dectin-1 triggering led us to investigate their functions in the activation of NF-kappaB.		FALSE														
1630	f4e1a534-f960-47b7-9c98-5e0c70e8469c	Activation	Activation(ARR3(), RHOA())	CaR	https://identifiers.org/uniprot/P36575, https://identifiers.org/hgnc/HGNC:710	ARR3()	Rho	https://identifiers.org/uniprot/P61586, https://identifiers.org/hgnc/HGNC:667	RHOA()	22010828	Overexpression of 14-3-3theta in HEK-293 and CaR cells attenuated CaR mediated Rho signalling, but had no effect on ERK (extracellular-signal-regulated kinase) 1/2 signalling.		FALSE														
1631	f4e1a534-f960-47b7-9c98-5e0c70e8469c	Activation	Activation(ARR3(), RHOA())	CaR	https://identifiers.org/uniprot/P36575, https://identifiers.org/hgnc/HGNC:710	ARR3()	Rho	https://identifiers.org/uniprot/P61586, https://identifiers.org/hgnc/HGNC:667	RHOA()	21843504	In addition, we found that overexpression of testin in CaR expressing HEK293 cells significantly enhanced CaR induced Rho kinase activity.The cDNA library amplified for use in this study was of an EMLC.1 mouse pluripotent haemopoietic cell line kindly donated by Dr. S. Tsai, Fred Hutchinson Cancer Research Center, Seattle, WA, USA.		FALSE														
1632	f4e1a534-f960-47b7-9c98-5e0c70e8469c	Activation	Activation(ARR3(), RHOA())	CaR	https://identifiers.org/uniprot/P36575, https://identifiers.org/hgnc/HGNC:710	ARR3()	Rho	https://identifiers.org/uniprot/P61586, https://identifiers.org/hgnc/HGNC:667	RHOA()	21843504	We next investigated whether testin might modulate CaR dependent stimulation of Rho kinase.		FALSE														
1633	f4e1a534-f960-47b7-9c98-5e0c70e8469c	Activation	Activation(ARR3(), RHOA())	CaR	https://identifiers.org/uniprot/P36575, https://identifiers.org/hgnc/HGNC:710	ARR3()	Rho	https://identifiers.org/uniprot/P61586, https://identifiers.org/hgnc/HGNC:667	RHOA()	21843504	Using an SRE-luciferase reporter assay, we found that CaR mediated Rho kinase activation is significantly enhanced in HEK293-CaR cells overexpressing testin (B).		FALSE														
1634	f4e1a534-f960-47b7-9c98-5e0c70e8469c	Activation	Activation(ARR3(), RHOA())	CaR	https://identifiers.org/uniprot/P36575, https://identifiers.org/hgnc/HGNC:710	ARR3()	Rho	https://identifiers.org/uniprot/P61586, https://identifiers.org/hgnc/HGNC:667	RHOA()	21843504	These results suggest that testin acts as a positive modulator of CaR mediated Rho kinase signalling and hence, the cytoskeleton.		FALSE														
1635	f4e1a534-f960-47b7-9c98-5e0c70e8469c	Activation	Activation(ARR3(), RHOA())	CaR	https://identifiers.org/uniprot/P36575, https://identifiers.org/hgnc/HGNC:710	ARR3()	Rho	https://identifiers.org/uniprot/P61586, https://identifiers.org/hgnc/HGNC:667	RHOA()	21843504	In conclusion, we have identified testin as a novel protein partner of the CaR that supports CaR dependent activation of Rho kinase.		FALSE														
1636	f4e1a534-f960-47b7-9c98-5e0c70e8469c	Activation	Activation(ARR3(), RHOA())	CaR	https://identifiers.org/uniprot/P36575, https://identifiers.org/hgnc/HGNC:710	ARR3()	Rho	https://identifiers.org/uniprot/P61586, https://identifiers.org/hgnc/HGNC:667	RHOA()	22403735	Activation of CaR with gadolinium but not with NPS-R increased basal RhoA activity with respect to control untreated cells.		FALSE														
1637	f4e1a534-f960-47b7-9c98-5e0c70e8469c	Activation	Activation(ARR3(), RHOA())	CaR	https://identifiers.org/uniprot/P36575, https://identifiers.org/hgnc/HGNC:710	ARR3()	Rho	https://identifiers.org/uniprot/P61586, https://identifiers.org/hgnc/HGNC:667	RHOA()	21209619	To determine whether the CaR activates Rho signaling through direct protein interactions, we immunoprecipitated keratinocyte plasma membrane lysates using an antibody against either E-cadherin or CaR and followed by protein G conjugated sepharose beads.		FALSE														
1638	f4e1a534-f960-47b7-9c98-5e0c70e8469c	Activation	Activation(ARR3(), RHOA())	CaR	https://identifiers.org/uniprot/P36575, https://identifiers.org/hgnc/HGNC:710	ARR3()	Rho	https://identifiers.org/uniprot/P61586, https://identifiers.org/hgnc/HGNC:667	RHOA()	20648625	Filamin-A, a large scaffold protein that interacts with the C-terminal region of the CaR has been implicated in CaR mediated Rho signaling.		FALSE														
1639	5463ecb7-e423-44c1-bd0c-b1246f4e8b9c	Activation	Activation(IFNB1(), XAF1())	IFN-beta	https://identifiers.org/uniprot/P01574, https://identifiers.org/hgnc/HGNC:5434	IFNB1()	xaf1	https://identifiers.org/uniprot/Q6GPH4, https://identifiers.org/hgnc/HGNC:30932	XAF1()	18035482	XAF1 mRNA was up-regulated by IFNalpha and IFNbeta in cells examined.		FALSE														
1640	5463ecb7-e423-44c1-bd0c-b1246f4e8b9c	Activation	Activation(IFNB1(), XAF1())	IFN-beta	https://identifiers.org/uniprot/P01574, https://identifiers.org/hgnc/HGNC:5434	IFNB1()	xaf1	https://identifiers.org/uniprot/Q6GPH4, https://identifiers.org/hgnc/HGNC:30932	XAF1()	18035482	We first characterized the induction of XAF1 by IFNbeta in human colon cancer cells.		FALSE														
1641	5463ecb7-e423-44c1-bd0c-b1246f4e8b9c	Activation	Activation(IFNB1(), XAF1())	IFN-beta	https://identifiers.org/uniprot/P01574, https://identifiers.org/hgnc/HGNC:5434	IFNB1()	xaf1	https://identifiers.org/uniprot/Q6GPH4, https://identifiers.org/hgnc/HGNC:30932	XAF1()	18035482	Results above demonstrated that the 254-bp fragment upstream of base 1 had basal promoter activity.We then studied the mechanism of XAF1 gene induced by IFNbeta.		FALSE														
1642	5463ecb7-e423-44c1-bd0c-b1246f4e8b9c	Activation	Activation(IFNB1(), XAF1())	IFN-beta	https://identifiers.org/uniprot/P01574, https://identifiers.org/hgnc/HGNC:5434	IFNB1()	xaf1	https://identifiers.org/uniprot/Q6GPH4, https://identifiers.org/hgnc/HGNC:30932	XAF1()	18035482	Therefore, we demonstrated that the phosphorylation on serine 727 of Stat1 is required for IFNbeta induction of XAF1.		FALSE														
1643	5463ecb7-e423-44c1-bd0c-b1246f4e8b9c	Activation	Activation(IFNB1(), XAF1())	IFN-beta	https://identifiers.org/uniprot/P01574, https://identifiers.org/hgnc/HGNC:5434	IFNB1()	xaf1	https://identifiers.org/uniprot/Q6GPH4, https://identifiers.org/hgnc/HGNC:30932	XAF1()	18555708	XAF1 mRNA was up-regulated by interferon (IFN)-alpha and IFN-beta in all cell lines tested.		FALSE														
1644	5463ecb7-e423-44c1-bd0c-b1246f4e8b9c	Activation	Activation(IFNB1(), XAF1())	IFN-beta	https://identifiers.org/uniprot/P01574, https://identifiers.org/hgnc/HGNC:5434	IFNB1()	xaf1	https://identifiers.org/uniprot/Q6GPH4, https://identifiers.org/hgnc/HGNC:30932	XAF1()	12029096	XAF1 mRNA was up-regulated by IFN-alpha and IFN-beta in all cells examined.		FALSE														
1645	5463ecb7-e423-44c1-bd0c-b1246f4e8b9c	Activation	Activation(IFNB1(), XAF1())	IFN-beta	https://identifiers.org/uniprot/P01574, https://identifiers.org/hgnc/HGNC:5434	IFNB1()	xaf1	https://identifiers.org/uniprot/Q6GPH4, https://identifiers.org/hgnc/HGNC:30932	XAF1()	17376236	The induction of XAF1 by IFN-beta in human melanoma cell lines results in enhanced susceptibility to TRAIL induced apoptosis [XREF_BIBR].		FALSE														
1646	5463ecb7-e423-44c1-bd0c-b1246f4e8b9c	Activation	Activation(IFNB1(), XAF1())	IFN-beta	https://identifiers.org/uniprot/P01574, https://identifiers.org/hgnc/HGNC:5434	IFNB1()	xaf1	https://identifiers.org/uniprot/Q6GPH4, https://identifiers.org/hgnc/HGNC:30932	XAF1()	17376236	Four cancer cell lines, SF295, SF539, SK-N-AS and HeLa were selected to investigate the effect of xaf1 promoter methylation on IFN-beta mediated xaf1 induction.		FALSE														
1647	5463ecb7-e423-44c1-bd0c-b1246f4e8b9c	Activation	Activation(IFNB1(), XAF1())	IFN-beta	https://identifiers.org/uniprot/P01574, https://identifiers.org/hgnc/HGNC:5434	IFNB1()	xaf1	https://identifiers.org/uniprot/Q6GPH4, https://identifiers.org/hgnc/HGNC:30932	XAF1()	17376236	To assess the effect of IFN-beta on xaf1 gene expression in the context of basal xaf1 promoter methylation, cells were treated with 500 U/mL IFN-beta for 24 hours and xaf1 transcript levels were measured by quantitative RT-PCR.		FALSE														
1648	f62c88f9-3d83-4e54-a7d4-4aacbbdbfef4	Activation	Activation(NRG1(), PI3K())	NRG-1	https://identifiers.org/uniprot/Q02297, https://identifiers.org/hgnc/HGNC:7997	NRG1()	PI3-kinase	https://identifiers.org/fplx/PI3K	PI3K()	27035903	Also, it is well established that the HER3 ligand heregulin (HRG) stimulates PI3K signaling through induction of HER2 and HER3 hetero-dimerization [XREF_BIBR].		FALSE														
1649	f62c88f9-3d83-4e54-a7d4-4aacbbdbfef4	Activation	Activation(NRG1(), PI3K())	NRG-1	https://identifiers.org/uniprot/Q02297, https://identifiers.org/hgnc/HGNC:7997	NRG1()	PI3-kinase	https://identifiers.org/fplx/PI3K	PI3K()	15862947	In particular, heregulin beta was shown to promote cell cycle progression and mitogenic stimulation of breast cancer cells by triggering both the PI3K and Akt, the Erk and MAPK and the p38 pathways, while EGF stimulation of cells was more dependent on the MAPK pathway.		FALSE														
1650	f62c88f9-3d83-4e54-a7d4-4aacbbdbfef4	Activation	Activation(NRG1(), PI3K())	NRG-1	https://identifiers.org/uniprot/Q02297, https://identifiers.org/hgnc/HGNC:7997	NRG1()	PI3-kinase	https://identifiers.org/fplx/PI3K	PI3K()	22886427	Taken together, these findings suggest that NRG-1 activates PI3K and Akt signaling and inhibits mPTP opening, and downstream apoptotic events in cardiac myocytes subjected to oxidative stress.		FALSE														
